"Decimal","Hexadecimal","Company" # Downloaded from https://www.bluetooth.com/specifications/assigned-numbers/company-identifiers/
"2555","0x09FB","TOITU CO., LTD."
"2556","0x09FC","Confidex"
"2557","0x09FD","Keep Technologies, Inc."
"2558","0x09FE","Lichtvision Engineering GmbH"
"2559","0x09FF","AIRSTAR"
"2560","0x0A00","Ampler Bikes OU"
"2561","0x0A01","Cleveron AS"
"2562","0x0A02","Ayxon-Dynamics GmbH"
"2563","0x0A03","donutrobotics Co., Ltd."
"2564","0x0A04","Flosonics Medical"
"2565","0x0A05","Southwire Company, LLC"
"2566","0x0A06","Shanghai wuqi microelectronics Co.,Ltd"
"2567","0x0A07","Reflow Pty Ltd"
"2568","0x0A08","Oras Oy"
"2569","0x0A09","ECCT"
"2570","0x0A0A","Volan Technology Inc."
"2571","0x0A0B","SIANA Systems"
"2572","0x0A0C","Shanghai Yidian Intelligent Technology Co., Ltd."
"2573","0x0A0D","Blue Peacock GmbH"
"2574","0x0A0E","Roland Corporation"
"2575","0x0A0F","LIXIL Corporation"
"2576","0x0A10","SUBARU Corporation"
"2577","0x0A11","Sensolus"
"2578","0x0A12","Dyson Technology Limited"
"2579","0x0A13","Tec4med LifeScience GmbH"
"2580","0x0A14","CROXEL, INC."
"2581","0x0A15","Syng Inc"
"2582","0x0A16","RIDE VISION LTD"
"2583","0x0A17","Plume Design Inc"
"2584","0x0A18","Cambridge Animal Technologies Ltd"
"2585","0x0A19","Maxell, Ltd."
"2586","0x0A1A","Link Labs, Inc."
"2587","0x0A1B","Embrava Pty Ltd"
"2588","0x0A1C","INPEAK S.C."
"2589","0x0A1D","API-K"
"2590","0x0A1E","CombiQ AB"
"2591","0x0A1F","DeVilbiss Healthcare LLC"
"2592","0x0A20","Jiangxi Innotech Technology Co., Ltd"
"2593","0x0A21","Apollogic Sp. z o.o."
"2594","0x0A22","DAIICHIKOSHO CO., LTD."
"2595","0x0A23","BIXOLON CO.,LTD"
"2596","0x0A24","Atmosic Technologies, Inc."
"2597","0x0A25","Eran Financial Services LLC"
"2598","0x0A26","Louis Vuitton"
"2599","0x0A27","AYU DEVICES PRIVATE LIMITED"
"2600","0x0A28","NanoFlex"
"2601","0x0A29","Worthcloud Technology Co.,Ltd"
"2602","0x0A2A","Yamaha Corporation"
"2603","0x0A2B","PaceBait IVS"
"2604","0x0A2C","Shenzhen H&T Intelligent Control Co., Ltd"
"2605","0x0A2D","Shenzhen Feasycom Technology Co., Ltd."
"2606","0x0A2E","Zuma Array Limited"
"2607","0x0A2F","Instamic, Inc."
"2608","0x0A30","Air-Weigh"
"2609","0x0A31","Nevro Corp."
"2610","0x0A32","Pinnacle Technology, Inc."
"2611","0x0A33","WMF AG"
"2612","0x0A34","Luxer Corporation"
"2613","0x0A35","safectory GmbH"
"2614","0x0A36","NGK SPARK PLUG CO., LTD."
"2615","0x0A37","2587702 Ontario Inc."
"2616","0x0A38","Bouffalo Lab (Nanjing)., Ltd."
"2617","0x0A39","BLUETICKETING SRL"
"2618","0x0A3A","Incotex Co. Ltd."
"2619","0x0A3B","Galileo Technology Limited"
"2620","0x0A3C","Siteco GmbH"
"2621","0x0A3D","DELABIE"
"2622","0x0A3E","Hefei Yunlian Semiconductor Co., Ltd"
"2623","0x0A3F","Shenzhen Yopeak Optoelectronics Technology Co., Ltd."
"2624","0x0A40","GEWISS S.p.A."
"2625","0x0A41","OPEX Corporation"
"2626","0x0A42","Motionalysis, Inc."
"2627","0x0A43","Busch Systems International Inc."
"2628","0x0A44","Novidan, Inc."
"2629","0x0A45","3SI Security Systems, Inc"
"2630","0x0A46","Beijing HC-Infinite Technology Limited"
"2631","0x0A47","The Wand Company Ltd"
"2632","0x0A48","JRC Mobility Inc."
"2633","0x0A49","Venture Research Inc."
"2634","0x0A4A","Map Large, Inc."
"2635","0x0A4B","MistyWest Energy and Transport Ltd."
"2636","0x0A4C","SiFli Technologies (shanghai) Inc."
"2637","0x0A4D","Lockn Technologies Private Limited"
"2638","0x0A4E","Toytec Corporation"
"2639","0x0A4F","VANMOOF Global Holding B.V."
"2640","0x0A50","Nextscape Inc."
"2641","0x0A51","CSIRO"
"2642","0x0A52","Follow Sense Europe B.V."
"2643","0x0A53","KKM COMPANY LIMITED"
"2644","0x0A54","SQL Technologies Corp."
"2645","0x0A55","Inugo Systems Limited"
"2646","0x0A56","ambie"
"2647","0x0A57","Meizhou Guo Wei Electronics Co., Ltd"
"2648","0x0A58","Indigo Diabetes"
"2649","0x0A59","TourBuilt, LLC"
"2650","0x0A5A","Sontheim Industrie Elektronik GmbH"
"2651","0x0A5B","LEGIC Identsystems AG"
"2652","0x0A5C","Innovative Design Labs Inc."
"2653","0x0A5D","MG Energy Systems B.V."
"2654","0x0A5E","LaceClips llc"
"2655","0x0A5F","stryker"
"2656","0x0A60","DATANG SEMICONDUCTOR TECHNOLOGY CO.,LTD"
"2657","0x0A61","Smart Parks B.V."
"2658","0x0A62","MOKO TECHNOLOGY Ltd"
"2659","0x0A63","Gremsy JSC"
"2660","0x0A64","Geopal system A/S"
"2661","0x0A65","Lytx, INC."
"2662","0x0A66","JUSTMORPH PTE. LTD."
"2663","0x0A67","Beijing SuperHexa Century Technology CO. Ltd"
"2664","0x0A68","Focus Ingenieria SRL"
"2665","0x0A69","HAPPIEST BABY, INC."
"2666","0x0A6A","Scribble Design Inc."
"2667","0x0A6B","Olympic Ophthalmics, Inc."
"2668","0x0A6C","Pokkels"
"2669","0x0A6D","KUUKANJYOKIN Co.,Ltd."
"2670","0x0A6E","Pac Sane Limited"
"2671","0x0A6F","Warner Bros."
"2672","0x0A70","Ooma"
"2673","0x0A71","Senquip Pty Ltd"
"2674","0x0A72","Jumo GmbH & Co. KG"
"2675","0x0A73","Innohome Oy"
"2676","0x0A74","MICROSON S.A."
"2677","0x0A75","Delta Cycle Corporation"
"2678","0x0A76","Synaptics Incorporated"
"2679","0x0A77","JMD PACIFIC PTE. LTD."
"2680","0x0A78","Shenzhen Sunricher Technology Limited"
"2681","0x0A79","Webasto SE"
"2682","0x0A7A","Emlid Limited"
"2683","0x0A7B","UniqAir Oy"
"2684","0x0A7C","WAFERLOCK"
"2685","0x0A7D","Freedman Electronics Pty Ltd"
"2686","0x0A7E","Keba AG"
"2687","0x0A7F","Intuity Medical"
"2688","0x0A80","Cleer Limited"
"2689","0x0A81","Universal Biosensors Pty Ltd"
"2690","0x0A82","Corsair"
"2691","0x0A83","Rivata, Inc."
"2692","0x0A84","Greennote Inc,"
"2693","0x0A85","Snowball Technology Co., Ltd."
"2694","0x0A86","ALIZENT International"
"2695","0x0A87","Shanghai Smart System Technology Co., Ltd"
"2696","0x0A88","PSA Peugeot Citroen"
"2697","0x0A89","SES-Imagotag"
"2698","0x0A8A","HAINBUCH SPANNENDE TECHNIK"
"2699","0x0A8B","SANlight GmbH"
"2700","0x0A8C","DelpSys, s.r.o."
"2701","0x0A8D","JCM TECHNOLOGIES S.A."
"2702","0x0A8E","Perfect Company"
"2703","0x0A8F","TOTO LTD."
"2704","0x0A90","Shenzhen Grandsun Electronic Co.,Ltd."
"2705","0x0A91","Monarch International Inc."
"2706","0x0A92","Carestream Dental LLC"
"2707","0x0A93","GiPStech S.r.l."
"2708","0x0A94","OOBIK Inc."
"2709","0x0A95","Pamex Inc."
"2710","0x0A96","Lightricity Ltd"
"2711","0x0A97","SensTek"
"2712","0x0A98","Foil, Inc."
"2713","0x0A99","Shanghai high-flying electronics technology Co.,Ltd"
"2714","0x0A9A","TEMKIN ASSOCIATES, LLC"
"2715","0x0A9B","Eello LLC"
"2716","0x0A9C","Xi'an Fengyu Information Technology Co., Ltd."
"2717","0x0A9D","Canon Finetech Nisca Inc."
"2718","0x0A9E","LifePlus, Inc."
"2719","0x0A9F","ista International GmbH"
"2720","0x0AA0","Loy Tec electronics GmbH"
"2721","0x0AA1","LINCOGN TECHNOLOGY CO. LIMITED"
"2722","0x0AA2","Care Bloom, LLC"
"2723","0x0AA3","DIC Corporation"
"2724","0x0AA4","FAZEPRO LLC"
"2725","0x0AA5","Shenzhen Uascent Technology Co., Ltd"
"2726","0x0AA6","Realityworks, inc."
"2727","0x0AA7","Urbanista AB"
"2728","0x0AA8","Zencontrol Pty Ltd"
"2729","0x0AA9","Mrinq Technologies LLC"
"2730","0x0AAA","Computime International Ltd"
"2731","0x0AAB","Anhui Listenai Co"
"2732","0x0AAC","OSM HK Limited"
"2733","0x0AAD","Adevo Consulting AB"
"2734","0x0AAE","PS Engineering, Inc."
"2735","0x0AAF","AIAIAI ApS"
"2736","0x0AB0","Visiontronic s.r.o."
"2737","0x0AB1","InVue Security Products Inc"
"2738","0x0AB2","TouchTronics, Inc."
"2739","0x0AB3","INNER RANGE PTY. LTD."
"2740","0x0AB4","Ellenby Technologies, Inc."
"2741","0x0AB5","Elstat Ltd [ Formerly Elstat Electronics Ltd.]"
"2742","0x0AB6","Xenter, Inc."
"2743","0x0AB7","LogTag North America Inc."
"2744","0x0AB8","Sens.ai Incorporated"
"2745","0x0AB9","STL"
"2746","0x0ABA","Open Bionics Ltd."
"2747","0x0ABB","R-DAS, s.r.o."
"2748","0x0ABC","KCCS Mobile Engineering Co., Ltd."
"2749","0x0ABD","Inventas AS"
"2750","0x0ABE","Robkoo Information & Technologies Co., Ltd."
"2751","0x0ABF","PAUL HARTMANN AG"
"2752","0x0AC0","Omni-ID USA, INC."
"2753","0x0AC1","Shenzhen Jingxun Technology Co., Ltd."
"2754","0x0AC2","RealMega Microelectronics technology (Shanghai) Co. Ltd."
"2755","0x0AC3","Kenzen, Inc."
"2756","0x0AC4","CODIUM"
"2757","0x0AC5","Flexoptix GmbH"
"2758","0x0AC6","Barnes Group Inc."
"2759","0x0AC7","Chengdu Aich Technology Co.,Ltd"
"2760","0x0AC8","Keepin Co., Ltd."
"2761","0x0AC9","Swedlock AB"
"2762","0x0ACA","Shenzhen CoolKit Technology Co., Ltd"
"2763","0x0ACB","ise Individuelle Software und Elektronik GmbH"
"2764","0x0ACC","Nuvoton"
"2765","0x0ACD","Visuallex Sport International Limited"
"2766","0x0ACE","KOBATA GAUGE MFG. CO., LTD."
"2767","0x0ACF","CACI Technologies"
"2768","0x0AD0","Nordic Strong ApS"
"2769","0x0AD1","EAGLE KINGDOM TECHNOLOGIES LIMITED"
"2770","0x0AD2","Lautsprecher Teufel GmbH"
"2771","0x0AD3","SSV Software Systems GmbH"
"2772","0x0AD4","Zhuhai Pantum Electronisc Co., Ltd"
"2773","0x0AD5","Streamit B.V."
"2774","0x0AD6","nymea GmbH"
"2775","0x0AD7","AL-KO Geraete GmbH"
"2776","0x0AD8","Franz Kaldewei GmbH&Co KG"
"2777","0x0AD9","Shenzhen Aimore. Co.,Ltd"
"2778","0x0ADA","Codefabrik GmbH"
"2779","0x0ADB","Reelables, Inc."
"2780","0x0ADC","Duravit AG "
"2781","0x0ADD","Boss Audio"
"2782","0x0ADE","Vocera Communications, Inc."
"2783","0x0ADF","Douglas Dynamics L.L.C."
"2784","0x0AE0","Viceroy Devices Corporation"
"2785","0x0AE1","ChengDu ForThink Technology Co., Ltd."
"2786","0x0AE2","IMATRIX SYSTEMS, INC."
"2787","0x0AE3","GlobalMed"
"2788","0x0AE4","DALI Alliance"
"2789","0x0AE5","unu GmbH"
"2790","0x0AE6","Hexology"
"2791","0x0AE7","Sunplus Technology Co., Ltd."
"2792","0x0AE8","LEVEL, s.r.o."
"2793","0x0AE9","FLIR Systems AB"
"2794","0x0AEA","Borda Technology"
"2795","0x0AEB","Square, Inc."
"2796","0x0AEC","FUTEK ADVANCED SENSOR TECHNOLOGY, INC"
"2797","0x0AED","Saxonar GmbH"
"2798","0x0AEE","Velentium, LLC"
"2799","0x0AEF","GLP German Light Products GmbH"
"2800","0x0AF0","Leupold & Stevens, Inc."
"2801","0x0AF1","CRADERS,CO.,LTD"
"2802","0x0AF2","Shanghai All Link Microelectronics Co.,Ltd"
"2803","0x0AF3","701x Inc."
"2804","0x0AF4","Radioworks Microelectronics PTY LTD"
"2805","0x0AF5","Unitech Electronic Inc."
"2806","0x0AF6","AMETEK, Inc."
"2807","0x0AF7","Irdeto"
"2808","0x0AF8","First Design System Inc."
"2809","0x0AF9","Unisto AG"
"2810","0x0AFA","Chengdu Ambit Technology Co., Ltd."
"2811","0x0AFB","SMT ELEKTRONIK GmbH"
"2812","0x0AFC","Cerebrum Sensor Technologies Inc."
"2813","0x0AFD","Weber Sensors, LLC"
"2814","0x0AFE","Earda Technologies Co.,Ltd"
"2815","0x0AFF","FUSEAWARE LIMITED"
"2816","0x0B00","Flaircomm Microelectronics Inc."
"2817","0x0B01","RESIDEO TECHNOLOGIES, INC."
"2818","0x0B02","IORA Technology Development Ltd. Sti."
"2819","0x0B03","Precision Triathlon Systems Limited"
"2820","0x0B04","I-PERCUT"
"2821","0x0B05","Marquardt GmbH"
"2822","0x0B06","FAZUA GmbH"
"2823","0x0B07","Workaround Gmbh"
"2824","0x0B08","Shenzhen Qianfenyi Intelligent Technology Co., LTD"
"2825","0x0B09","soonisys"
"2826","0x0B0A","Belun Technology Company Limited"
"2827","0x0B0B","Sanistaal A/S"
"2828","0x0B0C","BluPeak"
"2829","0x0B0D","SANYO DENKO Co.,Ltd."
"2830","0x0B0E","Honda Lock Mfg. Co.,Ltd."
"2831","0x0B0F","B.E.A. S.A."
"2832","0x0B10","Alfa Laval Corporate AB"
"2833","0x0B11","ThermoWorks, Inc."
"2834","0x0B12","ToughBuilt Industries LLC"
"2835","0x0B13","IOTOOLS"
"2836","0x0B14","Olumee"
"2837","0x0B15","NAOS JAPAN K.K."
"2838","0x0B16","Guard RFID Solutions Inc."
"2839","0x0B17","SIG SAUER, INC."
"2840","0x0B18","DECATHLON SE"
"2841","0x0B19","WBS PROJECT H PTY LTD"
"2842","0x0B1A","Roca Sanitario, S.A."
"2843","0x0B1B","Enerpac Tool Group Corp."
"2844","0x0B1C","Nanoleq AG"
"2845","0x0B1D","Accelerated Systems"
"2846","0x0B1E","PB INC."
"2847","0x0B1F","Beijing ESWIN Computing Technology Co., Ltd."
"2848","0x0B20","TKH Security B.V."
"2849","0x0B21","ams AG"
"2850","0x0B22","Hygiene IQ, LLC."
"2851","0x0B23","iRhythm Technologies, Inc."
